6.870000e+06 0.000000e+00 1.571000e+00 -1.300000e-03 
6.870000e+06 3.182407e-01 1.570870e+00 -1.300000e-03 
6.870000e+06 6.364815e-01 1.570740e+00 -1.300000e-03 
6.870000e+06 9.547222e-01 1.570610e+00 -1.300000e-03 
6.870000e+06 1.272963e+00 1.570480e+00 -1.300000e-03 
6.870000e+06 1.591204e+00 1.570350e+00 -1.300000e-03 
6.870001e+06 1.909444e+00 1.570220e+00 -1.300000e-03 
6.870001e+06 2.227685e+00 1.570090e+00 -1.300000e-03 
6.870001e+06 2.545925e+00 1.569960e+00 -1.300000e-03 
6.870001e+06 2.864166e+00 1.569830e+00 -1.300000e-03 
6.870002e+06 3.182406e+00 1.569700e+00 -1.299999e-03 
6.870002e+06 3.500646e+00 1.569570e+00 -1.299999e-03 
6.870002e+06 3.818887e+00 1.569440e+00 -1.299999e-03 
6.870003e+06 4.137127e+00 1.569310e+00 -1.299999e-03 
6.870003e+06 4.455367e+00 1.569180e+00 -1.299999e-03 
6.870004e+06 4.773607e+00 1.569050e+00 -1.299999e-03 
6.870004e+06 5.091846e+00 1.568920e+00 -1.299998e-03 
6.870005e+06 5.410086e+00 1.568790e+00 -1.299998e-03 
6.870005e+06 5.728325e+00 1.568660e+00 -1.299998e-03 
6.870006e+06 6.046565e+00 1.568530e+00 -1.299998e-03 
6.870006e+06 6.364804e+00 1.568400e+00 -1.299998e-03 
6.870007e+06 6.683043e+00 1.568270e+00 -1.299997e-03 
6.870008e+06 7.001282e+00 1.568140e+00 -1.299997e-03 
6.870008e+06 7.319520e+00 1.568010e+00 -1.299997e-03 
6.870009e+06 7.637759e+00 1.567880e+00 -1.299997e-03 
6.870010e+06 7.955997e+00 1.567750e+00 -1.299996e-03 
6.870011e+06 8.274235e+00 1.567620e+00 -1.299996e-03 
6.870012e+06 8.592473e+00 1.567490e+00 -1.299996e-03 
6.870012e+06 8.910711e+00 1.567360e+00 -1.299995e-03 
6.870013e+06 9.228948e+00 1.567230e+00 -1.299995e-03 
6.870014e+06 9.547185e+00 1.567100e+00 -1.299995e-03 
